order_id,product_category,sub_category,brand,product_price,discount_percent,product_rating,review_count,fragile_item,warranty_available,product_return_rate,category_return_rate,brand_return_rate,defect_rate,seller_rating,seller_return_rate,fulfillment_type,payment_method,quantity,shipping_distance_km,delayed_delivery,wishlist_before_purchase,product_page_views,customer_support_calls,chat_interactions,returned
ORD110087,Home,Furniture,Brand_12,472.99,53.8,3.6,80.0,0,1,0.117,0.156,0.145,0.113,4.7,0.001,Marketplace Fulfilled,COD,1,74.9,1,1,7,0,1,1
ORD110088,Electronics,Laptops,Brand_23,225.17,34.4,4.1,73.0,1,0,0.232,0.101,0.254,0.114,3.5,0.201,Seller Fulfilled,COD,1,820.9,0,0,11,2,0,1
ORD110089,Electronics,Laptops,Brand_5,147.93,24.6,4.0,101.0,0,0,0.001,0.128,0.01,0.046,3.7,0.195,Seller Fulfilled,Credit Card,3,183.9,0,1,20,0,1,0
ORD110090,Fashion,Footwear,Brand_10,208.08,61.9,4.5,44.0,0,0,0.001,0.192,0.075,0.046,4.4,0.117,Marketplace Fulfilled,Credit Card,5,291.6,0,1,10,0,1,0
ORD110091,Fashion,Kids,Brand_30,1498.46,29.2,3.2,83.0,0,0,0.075,0.171,0.13,0.063,4.2,0.096,Seller Fulfilled,COD,3,973.2,0,0,13,0,1,1
ORD110092,Fashion,Accessories,Brand_8,1173.04,18.8,3.9,48.0,1,1,0.093,0.11,0.108,0.028,3.7,0.155,Marketplace Fulfilled,COD,2,34.0,0,0,13,0,0,0
ORD110093,Fashion,Men,Brand_26,271.73,5.1,3.2,97.0,1,0,0.072,0.132,0.078,0.067,4.4,0.124,Marketplace Fulfilled,COD,3,1418.5,1,1,13,1,0,1
ORD110094,Fashion,Accessories,Brand_14,658.45,12.4,4.1,74.0,0,0,0.177,0.1,0.142,0.023,4.0,0.25,Seller Fulfilled,UPI,1,996.4,0,0,15,0,1,1
ORD110095,Electronics,Audio,Brand_29,1243.67,46.3,4.9,55.0,1,1,0.058,0.248,0.117,0.063,4.4,0.142,Marketplace Fulfilled,Credit Card,5,1393.3,1,1,11,0,0,0
ORD110096,Fashion,Footwear,Brand_13,96.54,13.3,4.1,103.0,0,1,0.043,0.059,0.08,0.017,5.0,0.052,Marketplace Fulfilled,UPI,1,1239.0,0,1,16,1,0,0
ORD110097,Toys,Outdoor Play,Brand_15,2966.06,24.4,3.3,99.0,0,0,0.155,0.094,0.168,0.016,4.8,0.088,Marketplace Fulfilled,Credit Card,4,1016.4,0,0,12,0,2,0
ORD110098,Fashion,Men,Brand_12,1551.97,1.8,4.6,102.0,0,0,0.16,0.173,0.165,0.087,3.8,0.058,Seller Fulfilled,Credit Card,4,1256.8,0,0,18,0,0,0
ORD110099,Electronics,Mobiles,Brand_7,1248.21,25.3,3.5,55.0,1,0,0.208,0.123,0.182,0.046,3.9,0.097,Marketplace Fulfilled,UPI,4,21.7,0,1,13,0,2,0
ORD110100,Books,Fiction,Brand_26,1775.56,43.4,4.2,54.0,0,0,0.063,0.194,0.123,0.101,4.0,0.222,Seller Fulfilled,COD,5,758.1,0,0,14,0,1,0
ORD110101,Fashion,Footwear,Brand_18,95.83,14.7,3.4,75.0,0,1,0.137,0.231,0.071,0.053,4.4,0.113,Marketplace Fulfilled,UPI,3,395.1,0,0,18,1,0,0
ORD110102,Electronics,Laptops,Brand_16,494.37,0.3,3.0,61.0,0,0,0.109,0.14,0.121,0.026,4.2,0.117,Marketplace Fulfilled,Credit Card,5,713.0,0,1,7,0,0,0
ORD110103,Sports,Outdoor,Brand_12,1867.83,55.8,,67.0,0,0,0.202,0.105,0.141,0.11,4.3,0.109,Seller Fulfilled,Credit Card,5,248.2,0,0,11,1,2,1
ORD110104,Home,Decor,Brand_24,598.05,48.3,2.1,,1,1,0.214,0.047,0.184,0.023,3.7,0.181,Seller Fulfilled,Credit Card,3,1367.8,0,0,14,0,0,1
ORD110105,Fashion,Kids,Brand_11,1174.28,66.5,3.2,46.0,0,1,0.114,0.055,0.164,0.02,4.1,0.012,Seller Fulfilled,Credit Card,2,1251.3,0,1,9,0,0,0
ORD110106,Beauty,Haircare,Brand_8,2215.77,9.1,5.0,76.0,0,0,0.117,0.001,0.146,0.033,3.4,0.203,Marketplace Fulfilled,UPI,3,476.9,0,0,10,0,0,0
ORD110107,Beauty,Makeup,Brand_3,1133.72,45.4,2.0,94.0,0,1,0.045,0.119,0.139,0.034,4.2,0.172,Seller Fulfilled,COD,4,1283.4,0,0,8,0,0,0
ORD110108,Electronics,Mobiles,Brand_27,477.26,17.2,2.9,47.0,0,0,0.127,0.2,0.174,0.067,3.7,0.208,Seller Fulfilled,Credit Card,2,149.9,0,0,10,1,1,1
ORD110109,Fashion,Accessories,Brand_3,1010.43,33.7,5.0,,0,0,0.214,0.071,0.224,0.026,3.6,0.094,Marketplace Fulfilled,COD,5,322.5,0,0,13,0,0,1
ORD110110,Fashion,Kids,Brand_26,133.77,50.0,3.3,100.0,0,0,0.096,0.156,0.123,0.042,4.1,0.171,Seller Fulfilled,COD,1,992.0,0,0,9,0,1,0
ORD110111,Sports,Outdoor,Brand_12,935.72,11.3,3.6,83.0,0,0,0.137,0.15,0.187,0.082,4.2,0.14,Seller Fulfilled,COD,1,140.9,1,0,12,0,0,1
ORD110112,Electronics,Audio,Brand_1,1181.66,31.2,3.9,109.0,1,0,0.187,0.06,0.21,0.087,3.9,0.129,Seller Fulfilled,Credit Card,2,1309.2,0,0,13,1,3,1
ORD110113,Fashion,Kids,Brand_28,689.42,18.0,2.8,45.0,0,0,0.088,0.168,0.12,0.024,4.1,0.119,Marketplace Fulfilled,UPI,2,96.5,0,0,20,2,0,0
ORD110114,Home,Furniture,Brand_23,1711.93,10.4,4.6,49.0,0,0,0.18,0.12,0.218,0.122,3.7,0.134,Seller Fulfilled,Debit Card,1,1397.3,0,0,20,1,1,1
ORD110115,Books,Fiction,Brand_22,773.38,48.4,3.8,101.0,0,1,0.052,0.212,0.046,0.097,3.8,0.132,Seller Fulfilled,Credit Card,4,51.8,0,1,12,1,1,0
ORD110116,Fashion,Accessories,Brand_17,686.95,17.3,3.5,58.0,0,1,0.081,0.105,0.152,0.047,3.7,0.001,Seller Fulfilled,UPI,1,548.1,1,0,6,0,1,0
ORD110117,Fashion,Kids,Brand_23,3130.96,35.5,4.5,95.0,1,1,0.22,0.202,0.187,0.011,4.3,0.083,Marketplace Fulfilled,Debit Card,5,11.0,0,0,11,0,0,0
ORD110118,Electronics,Laptops,Brand_4,254.16,46.4,3.0,84.0,0,0,0.186,0.001,0.192,0.085,4.2,0.131,Marketplace Fulfilled,COD,2,1102.2,0,0,13,0,0,1
ORD110119,Beauty,Makeup,Brand_8,2106.79,29.7,3.9,102.0,0,0,0.099,0.135,0.084,0.034,3.0,0.081,Seller Fulfilled,UPI,5,1063.5,0,0,13,0,1,0
ORD110120,Electronics,Mobiles,Brand_17,1961.9,8.9,3.2,47.0,0,1,0.124,0.009,0.135,0.086,4.8,0.248,Marketplace Fulfilled,COD,3,5.5,0,0,12,1,1,0
ORD110121,Books,Fiction,Brand_23,1287.9,0.8,3.1,88.0,0,1,0.192,0.018,0.208,0.096,3.1,0.112,Marketplace Fulfilled,COD,3,847.7,0,1,10,0,0,1
ORD110122,Fashion,Kids,Brand_18,418.19,25.6,5.0,94.0,0,0,0.01,0.138,0.08,0.127,3.6,0.229,marketplace fulfilled ,Wallet,5,182.7,0,0,7,1,0,0
ORD110123,Electronics,Audio,Brand_13,819.28,66.4,4.0,53.0,0,0,0.228,0.037,0.12,0.037,4.6,0.22,Marketplace Fulfilled,COD,5,667.5,0,0,9,2,0,1
ORD110124,Electronics,Mobiles,Brand_21,291.82,65.2,4.5,97.0,0,0,0.13,0.035,0.103,0.004,3.9,0.13,Marketplace Fulfilled,Debit Card,3,386.5,0,1,7,0,2,0
ORD110125,Electronics,Audio,Brand_2,362.89,30.0,3.6,70.0,1,0,0.03,0.087,0.036,0.02,4.4,0.143,Seller Fulfilled,Debit Card,4,586.9,0,0,13,1,0,0
ORD110126,Electronics,Audio,Brand_16,677.42,27.9,3.2,43.0,1,1,0.083,0.145,0.062,0.016,4.3,0.091,Seller Fulfilled,Debit Card,4,975.2,0,0,8,0,1,0
ORD110127,Sports,Fitness,Brand_12,271.71,43.3,1.8,56.0,0,1,0.105,0.146,0.114,0.106,3.7,0.091,Seller Fulfilled,Credit Card,1,101.6,0,0,9,1,0,0
ORD110128,Electronics,Mobiles,Brand_15,487.85,55.8,3.7,79.0,0,0,0.101,0.134,0.146,0.207,,0.103,Marketplace Fulfilled,Credit Card,1,993.7,1,0,10,0,0,1
ORD110129,Beauty,Makeup,Brand_4,223.23,38.7,2.8,54.0,1,1,0.167,0.127,0.21,0.048,4.3,0.172,Seller Fulfilled,Credit Card,4,712.3,0,0,17,0,0,0
ORD110130,Fashion,Men,Brand_28,1083.15,48.5,4.0,33.0,0,0,0.169,0.06,0.107,0.104,4.1,0.097,Marketplace Fulfilled,Credit Card,4,464.8,0,0,21,0,1,0
ORD110131,Home,Kitchen,Brand_26,2621.17,1.6,3.0,67.0,1,1,0.104,0.052,0.113,0.045,4.0,0.051,Seller Fulfilled,Debit Card,2,399.5,0,0,9,0,0,0
ORD110132,Electronics,Audio,Brand_29,4346.94,58.9,4.2,88.0,0,1,0.235,0.178,0.201,0.032,5.0,0.21,Marketplace Fulfilled,Credit Card,1,736.6,0,1,17,0,0,0
ORD110133,Home,Furniture,Brand_26,237.42,36.1,5.0,102.0,0,1,0.142,0.12,0.11,0.069,3.9,0.134,Seller Fulfilled,Credit Card,5,757.9,0,0,13,1,1,0
ORD110134,Fashion,Women,Brand_20,278.09,33.0,5.0,88.0,0,1,0.112,0.149,0.122,0.082,4.5,0.067,Marketplace Fulfilled,Wallet,4,1111.9,0,0,9,0,0,0
ORD110135,Toys,Action Figures,Brand_9,575.38,14.5,4.1,85.0,1,1,0.156,0.104,0.161,0.034,4.6,0.06,Seller Fulfilled,Credit Card,2,595.1,1,1,6,1,2,1
ORD110136,Books,Non-Fiction,Brand_4,1261.56,9.1,3.9,48.0,0,0,0.173,0.119,0.2,0.092,4.7,0.174,Marketplace Fulfilled,Debit Card,3,958.2,1,0,11,1,1,1
ORD110137,Sports,Team Sports,Brand_19,554.02,24.7,3.4,76.0,0,0,0.23,0.147,0.227,0.142,4.7,0.133,Seller Fulfilled,COD,4,463.0,0,1,14,0,0,1
ORD110138,Books,Non-Fiction,Brand_29,1587.3,61.6,3.4,92.0,0,0,0.18,0.124,0.144,0.046,4.1,0.165,Marketplace Fulfilled,COD,1,13.2,0,0,20,0,3,1
ORD110139,Fashion,Accessories,Brand_11,1076.54,37.5,3.3,55.0,0,1,0.282,0.065,0.24,0.03,4.1,0.106,Marketplace Fulfilled,Credit Card,4,1231.3,1,0,13,0,0,1
ORD110140,Home,Furniture,Brand_30,135.85,27.6,4.9,49.0,0,0,0.102,0.09,0.159,0.012,4.6,0.069,Marketplace Fulfilled,Credit Card,4,496.5,0,0,10,0,2,0
ORD110141,Electronics,Mobiles,Brand_5,700.99,9.3,3.6,86.0,0,0,0.001,0.022,0.015,0.175,3.9,0.09,Marketplace Fulfilled,UPI,1,209.7,1,0,9,0,2,0
ORD110142,Books,Fiction,Brand_9,218.64,4.1,5.0,87.0,0,1,0.09,0.145,0.133,0.101,3.7,0.164,Marketplace Fulfilled,COD,2,1338.6,0,0,15,1,0,1
ORD110143,Fashion,Footwear,Brand_20,400.92,40.6,3.3,104.0,0,1,0.214,0.082,0.16,0.155,4.4,0.128,Marketplace Fulfilled,COD,3,511.2,1,0,11,0,0,1
ORD110144,Fashion,Men,Brand_15,460.15,64.2,3.8,62.0,0,0,0.215,0.125,0.216,0.023,3.6,0.081,Marketplace Fulfilled,Debit Card,5,306.8,0,0,13,1,1,0
ORD110145,Beauty,Makeup,Brand_23,1298.9,30.0,3.1,53.0,0,0,0.223,0.076,0.208,0.133,4.0,0.141,Seller Fulfilled,Credit Card,5,672.0,1,0,17,0,0,1
ORD110146,Fashion,Footwear,Brand_11,649.02,15.9,4.3,80.0,0,0,0.167,0.117,0.167,0.029,4.1,0.019,Seller Fulfilled,Credit Card,3,591.7,0,0,16,1,0,0
ORD110147,Beauty,Makeup,Brand_24,438.09,25.2,3.8,61.0,1,0,0.034,0.205,0.062,0.037,4.0,0.112,Seller Fulfilled,COD,5,299.4,0,1,15,0,0,1
ORD110148,Fashion,Accessories,Brand_10,4394.35,34.2,3.9,100.0,0,0,0.148,0.097,0.072,0.075,4.1,0.075,Marketplace Fulfilled,Debit Card,5,615.8,0,0,18,0,1,0
ORD110149,Beauty,Skincare,Brand_5,298.04,50.5,3.7,92.0,0,1,0.059,0.13,0.01,0.066,4.5,0.219,Marketplace Fulfilled,Debit Card,1,1251.4,0,0,7,0,0,0
ORD110150,Books,Academic,Brand_18,862.94,30.4,4.3,79.0,1,1,0.121,0.169,0.107,0.046,4.8,0.087,Marketplace Fulfilled,Credit Card,3,199.8,0,0,4,0,0,0
ORD110151,Home,Decor,Brand_16,1213.92,62.1,4.3,69.0,0,0,0.044,0.165,0.083,0.059,3.7,0.261,Seller Fulfilled,COD,1,95.2,0,0,14,1,0,0
ORD110152,Fashion,Footwear,Brand_18,774.28,42.9,4.4,63.0,0,0,0.001,0.091,0.01,0.046,4.2,0.144,Marketplace Fulfilled,Wallet,3,7.9,0,0,11,1,1,0
ORD110153,Fashion,Accessories,Brand_1,296.49,8.1,3.3,72.0,0,0,0.144,0.184,0.135,0.031,4.1,0.21,Marketplace Fulfilled,Debit Card,4,552.7,0,0,10,1,0,0
ORD110154,Fashion,Kids,Brand_13,283.18,7.7,4.1,91.0,1,0,0.109,0.165,0.125,0.064,4.2,0.047,Marketplace Fulfilled,Credit Card,5,906.8,0,0,5,1,1,1
ORD110155,Fashion,Men,Brand_3,1162.92,37.0,3.6,65.0,0,0,0.143,0.139,0.181,0.136,4.0,0.185,Marketplace Fulfilled,UPI,2,606.3,0,0,12,0,0,0
ORD110156,Home,Kitchen,Brand_25,1704.05,53.8,4.8,59.0,0,0,0.111,0.005,0.117,0.035,3.7,0.127,Marketplace Fulfilled,Credit Card,1,1106.2,0,0,8,1,0,0
ORD110157,Electronics,Laptops,Brand_3,634.5,35.7,4.1,44.0,0,0,0.148,0.161,0.167,0.015,4.3,0.149,Seller Fulfilled,COD,4,240.0,0,0,9,1,0,1
ORD110158,Fashion,Kids,Brand_28,203.19,53.9,4.1,80.0,0,0,0.113,0.142,0.181,0.124,3.8,0.139,Marketplace Fulfilled,UPI,2,328.5,1,0,11,1,0,1
ORD110159,Fashion,Kids,Brand_2,671.19,5.4,3.7,47.0,0,0,0.033,0.184,0.1,0.003,4.3,0.074,Seller Fulfilled,UPI,5,1192.3,0,1,16,0,0,0
ORD110160,Books,Academic,Brand_19,2599.75,22.0,3.4,80.0,0,0,0.171,0.17,0.165,0.068,4.5,0.135,Marketplace Fulfilled,Credit Card,3,465.0,0,0,10,0,0,0
ORD110161,Fashion,Kids,Brand_11,268.89,3.2,3.9,80.0,0,1,0.268,0.147,0.267,0.076,3.4,0.08,Marketplace Fulfilled,Debit Card,1,130.3,0,0,14,1,0,0
ORD110162,Electronics,Mobiles,Brand_4,499.64,23.9,4.7,40.0,0,0,0.245,0.054,0.22,0.031,4.4,0.14,Seller Fulfilled,Credit Card,3,41.8,0,0,9,0,0,0
ORD110163,Electronics,Audio,Brand_11,700.59,38.1,3.4,74.0,1,0,0.229,0.013,0.179,0.036,3.7,0.167,Seller Fulfilled,Debit Card,3,548.5,1,0,13,0,0,1
ORD110164,Fashion,Footwear,Brand_2,1770.68,62.0,4.8,63.0,0,0,0.001,0.163,0.035,0.062,3.0,0.071,Seller Fulfilled,COD,4,130.1,0,1,9,0,0,0
ORD110165,Books,Fiction,Brand_21,412.84,30.8,4.3,32.0,1,0,0.111,0.167,0.143,0.035,4.3,0.085,Seller Fulfilled,Wallet,2,1139.3,1,1,10,0,1,1
ORD110166,Fashion,Kids,Brand_27,1028.04,25.2,2.6,82.0,0,1,0.141,0.09,0.21,0.071,4.1,0.25,Seller Fulfilled,COD,2,175.4,0,0,17,1,0,0
ORD110167,Beauty,Makeup,Brand_10,2325.26,45.5,3.3,93.0,0,1,0.145,0.085,0.076,0.078,4.3,0.162,Marketplace Fulfilled,COD,1,372.8,0,0,13,0,1,0
ORD110168,Home,Kitchen,Brand_14,175.23,48.1,5.0,44.0,1,1,0.243,0.081,0.248,0.038,3.9,0.157,Seller Fulfilled,UPI,2,77.6,0,1,11,0,0,0
ORD110169,Sports,Fitness,Brand_5,204.31,11.5,3.8,73.0,1,0,0.001,0.1,0.046,0.052,3.3,0.069,Seller Fulfilled,COD,3,98.4,1,0,14,0,2,1
ORD110170,Beauty,Haircare,Brand_15,611.09,46.9,3.3,53.0,0,1,0.21,0.094,0.206,0.062,4.5,0.1,Marketplace Fulfilled,COD,2,639.0,0,0,13,1,1,0
ORD110171,Beauty,Makeup,Brand_29,1606.66,36.2,3.3,94.0,0,0,0.157,0.141,0.202,0.06,3.9,0.207,Seller Fulfilled,UPI,5,293.0,1,0,14,1,1,1
ORD110172,Electronics,Laptops,Brand_17,897.06,34.1,3.8,69.0,0,1,0.186,0.099,0.152,0.076,4.7,0.161,Marketplace Fulfilled,COD,3,713.4,0,0,12,1,0,0
ORD110173,Electronics,Laptops,Brand_27,1741.18,65.8,4.5,64.0,0,1,0.127,0.06,0.156,0.062,3.8,0.18,Marketplace Fulfilled,Debit Card,3,17.0,0,0,8,1,2,0
ORD110174,Beauty,Skincare,Brand_24,143.68,51.7,3.7,63.0,0,0,0.093,0.162,0.108,0.153,4.6,0.079,Marketplace Fulfilled,COD,4,644.4,0,1,17,2,1,1
ORD110175,Home,Furniture,Brand_4,907.6,54.6,3.4,81.0,0,0,0.121,0.127,0.184,0.047,3.6,0.165,Marketplace Fulfilled,Credit Card,5,605.6,0,1,9,0,0,1
ORD110176,Home,Kitchen,Brand_2,51.29,55.0,2.4,63.0,0,0,0.016,0.179,0.04,0.061,3.8,0.033,Marketplace Fulfilled,Credit Card,5,1390.3,0,0,14,2,1,1
ORD110177,Fashion,Accessories,Brand_11,2194.65,43.4,3.3,,0,0,0.137,0.137,0.15,0.066,4.0,0.001,Marketplace Fulfilled,Credit Card,4,371.3,0,1,7,1,0,1
ORD110178,Fashion,Footwear,Brand_29,1938.19,1.7,3.4,83.0,1,0,0.227,0.106,0.221,0.069,4.0,0.096,Seller Fulfilled,Credit Card,5,1118.1,0,0,11,0,0,1
ORD110179,Electronics,Audio,Brand_6,494.67,24.7,4.1,41.0,0,1,0.093,0.075,0.019,0.134,3.9,0.147,Marketplace Fulfilled,Credit Card,5,483.3,0,0,9,0,1,0
ORD110180,Fashion,Footwear,Brand_2,83.17,51.4,4.2,67.0,0,0,0.001,0.212,0.05,0.046,4.8,0.159,Marketplace Fulfilled,COD,2,819.4,0,0,8,1,0,0
ORD110181,Electronics,Laptops,Brand_29,550.86,12.0,4.8,61.0,0,0,0.181,0.133,0.157,0.063,4.2,0.267,Marketplace Fulfilled,COD,5,772.9,0,1,7,0,0,1
ORD110182,Fashion,Kids,Brand_6,1815.77,64.1,3.1,82.0,0,0,0.01,0.11,0.036,0.035,4.3,0.115,Marketplace Fulfilled,UPI,3,608.2,0,0,10,1,0,0
ORD110183,Home,Furniture,Brand_11,964.79,0.5,4.0,50.0,0,1,0.17,0.07,0.183,0.091,,0.059,Marketplace Fulfilled,Credit Card,2,997.2,1,1,11,0,1,1
ORD110184,Beauty,Skincare,Brand_24,3510.35,37.4,4.0,51.0,1,0,0.098,0.046,0.131,0.021,4.6,0.168,Seller Fulfilled,Credit Card,4,375.4,0,1,7,1,0,0
ORD110185,Home,Decor,Brand_3,509.06,5.7,3.2,85.0,0,1,0.167,0.097,0.194,0.115,4.8,0.029,Seller Fulfilled,COD,2,1299.2,0,0,18,0,3,1
ORD110186,Beauty,Haircare,Brand_6,4131.69,50.9,4.5,50.0,1,1,0.001,0.199,0.051,0.044,4.3,0.084,Seller Fulfilled,Debit Card,4,552.9,1,1,19,0,0,0
ORD110187,Fashion,Accessories,Brand_22,107.66,41.3,5.0,63.0,0,0,0.104,0.172,0.067,0.062,3.3,0.023,Marketplace Fulfilled,COD,3,1238.1,1,0,12,0,0,0
ORD110188,Fashion,Women,Brand_1,335.48,27.1,3.9,66.0,0,1,0.119,0.023,0.135,0.137,4.4,0.108,Seller Fulfilled,Debit Card,5,546.7,0,0,17,0,0,0
ORD110189,Beauty,Skincare,Brand_22,207.03,6.8,3.6,47.0,0,1,0.197,0.075,0.124,0.075,3.4,0.223,Marketplace Fulfilled,COD,3,31.7,1,0,12,0,0,0
ORD110190,Sports,Fitness,Brand_17,1288.45,30.3,4.9,87.0,1,1,0.211,0.092,0.174,0.098,4.3,0.117,Marketplace Fulfilled,Wallet,1,574.7,1,1,5,0,0,1
ORD110191,Beauty,Makeup,Brand_8,223.23,23.4,4.2,65.0,0,0,0.158,0.111,0.128,0.022,3.6,0.122,Marketplace Fulfilled,Credit Card,4,738.4,0,1,11,0,3,0
ORD110192,Beauty,Makeup,Brand_19,1643.44,12.6,3.1,78.0,0,0,0.293,0.144,0.195,0.013,4.2,0.069,Marketplace Fulfilled,Credit Card,5,360.1,0,1,15,1,1,0
ORD110193,Beauty,Skincare,Brand_10,1231.6,12.3,3.8,55.0,0,1,0.038,0.048,0.06,0.024,3.9,0.127,Marketplace Fulfilled,COD,3,889.5,0,0,14,0,0,0
ORD110194,Beauty,Makeup,Brand_29,781.02,56.8,3.7,62.0,0,0,0.233,0.159,0.202,0.048,4.6,0.121,Marketplace Fulfilled,Debit Card,2,,0,0,2,0,1,0
ORD110195,Beauty,Makeup,Brand_13,599.47,22.0,3.3,99.0,0,0,0.087,0.102,0.158,0.017,4.3,0.084,Seller Fulfilled,COD,2,354.1,0,0,6,0,0,0
ORD110196,Beauty,Haircare,Brand_23,257.19,6.7,3.4,51.0,0,1,0.282,0.13,0.262,0.027,3.1,0.024,Seller Fulfilled,UPI,2,145.6,0,1,8,1,0,0
ORD110197,Fashion,Women,Brand_9,1139.2,10.6,3.5,88.0,0,0,0.135,0.138,0.111,0.153,4.2,0.125,Marketplace Fulfilled,COD,3,691.7,1,0,14,0,0,1
ORD110198,Fashion,Kids,Brand_26,418.97,44.3,4.4,51.0,0,1,0.148,0.106,0.115,0.127,4.7,0.186,Seller Fulfilled,Credit Card,5,870.5,0,0,12,0,0,0
ORD110199,Electronics,Mobiles,Brand_9,1317.43,24.8,3.7,98.0,1,0,0.105,0.131,0.137,0.047,4.2,0.234,Marketplace Fulfilled,UPI,1,788.4,0,0,14,0,0,0
ORD110200,Home,Furniture,Brand_16,2540.7,3.8,4.0,67.0,0,0,0.091,0.111,0.076,0.126,4.5,0.222,Marketplace Fulfilled,Credit Card,5,1182.7,0,0,15,0,0,0
ORD110201,Beauty,Makeup,Brand_25,499.58,3.7,4.5,103.0,0,0,0.113,0.142,0.134,0.04,4.1,0.109,Seller Fulfilled,UPI,3,92.5,0,0,23,0,0,0
ORD110202,Electronics,Mobiles,Brand_28,2165.07,4.0,3.7,47.0,0,0,0.093,0.137,0.112,0.073,3.9,0.068,Seller Fulfilled,UPI,1,1315.7,0,0,15,1,4,1
ORD110203,Fashion,Men,Brand_23,782.66,49.4,3.1,81.0,0,0,0.127,0.157,0.139,0.004,4.5,0.14,Seller Fulfilled,Credit Card,3,,0,1,19,0,1,0
ORD110204,Sports,Team Sports,Brand_21,1128.67,57.0,4.5,40.0,0,1,0.156,0.197,0.151,0.033,3.9,0.092,Seller Fulfilled,COD,4,251.2,0,1,10,0,0,0
ORD110205,Fashion,Accessories,Brand_21,200.7,56.6,3.6,60.0,0,1,0.126,0.094,0.118,0.076,4.1,0.16,Marketplace Fulfilled,Credit Card,3,613.3,0,0,17,0,1,0
ORD110206,Sports,Team Sports,Brand_13,355.53,36.6,5.0,40.0,0,1,0.215,0.144,0.167,0.142,3.1,0.177,Seller Fulfilled,UPI,5,706.2,0,1,10,0,0,0
ORD110207,Fashion,Men,Brand_21,352.07,26.3,4.6,93.0,0,0,0.158,0.104,0.115,0.015,4.1,0.072,Seller Fulfilled,COD,1,1234.3,0,0,16,0,1,0
ORD110208,Electronics,Audio,Brand_18,2214.96,21.3,4.2,64.0,0,0,0.026,0.128,0.031,0.085,4.1,0.17,Marketplace Fulfilled,UPI,4,296.0,0,0,20,0,0,0
ORD110209,Electronics,Mobiles,Brand_16,480.94,49.9,4.0,76.0,0,1,0.095,0.106,0.069,0.084,4.1,0.117,Marketplace Fulfilled,COD,2,1373.8,1,0,18,0,0,0
ORD110210,Electronics,Mobiles,Brand_10,1161.09,54.1,,67.0,0,0,0.071,0.122,0.064,0.016,4.0,0.123,Seller Fulfilled,Debit Card,1,858.5,0,1,18,0,0,0
ORD110211,Fashion,Accessories,Brand_11,615.95,62.9,4.1,65.0,0,0,0.152,0.064,0.18,0.143,3.9,0.067,Marketplace Fulfilled,UPI,4,301.9,0,1,13,0,2,0
ORD110212,Fashion,Women,Brand_4,478.34,66.0,2.5,76.0,0,0,0.243,0.083,0.247,0.029,3.6,0.203,Marketplace Fulfilled,Credit Card,4,63.7,0,0,14,0,1,1
ORD110213,Electronics,Laptops,Brand_22,175.33,47.2,3.8,84.0,0,0,0.121,0.211,0.1,0.079,4.3,0.008,Marketplace Fulfilled,Debit Card,4,1378.9,1,0,19,0,1,0
ORD110214,Electronics,Mobiles,Brand_1,118.31,12.9,4.3,93.0,0,0,0.172,0.243,0.131,0.02,4.1,0.131,Marketplace Fulfilled,UPI,5,704.7,1,0,5,0,0,0
ORD110215,Sports,Fitness,Brand_4,486.2,64.5,3.2,80.0,0,0,0.199,0.148,0.185,0.032,4.2,0.116,Seller Fulfilled,COD,2,294.3,0,1,13,1,0,1
ORD110216,Fashion,Accessories,Brand_9,512.36,8.2,5.0,55.0,0,1,0.199,0.082,0.163,0.033,4.5,0.091,Marketplace Fulfilled,COD,1,744.8,0,0,21,0,0,0
ORD110217,Electronics,Laptops,Brand_5,299.05,18.7,3.8,70.0,0,0,0.05,0.163,0.01,0.07,4.5,0.115,Marketplace Fulfilled,Credit Card,5,474.5,0,1,14,0,1,0
ORD110218,Fashion,Accessories,Brand_23,751.5,55.8,4.3,68.0,0,0,0.255,0.219,0.228,0.041,3.4,0.03,Marketplace Fulfilled,COD,1,1061.9,0,0,11,1,1,1
ORD110219,Books,Fiction,Brand_4,3861.39,34.5,4.7,84.0,0,0,0.224,0.092,0.229,0.082,4.3,0.042,Marketplace Fulfilled,COD,4,735.8,1,0,17,0,1,1
ORD110220,Sports,Team Sports,Brand_14,2527.82,16.4,4.3,,0,1,0.267,0.113,0.273,0.01,4.6,0.104,Marketplace Fulfilled,Credit Card,2,1281.7,0,0,17,0,0,0
ORD110221,Toys,Outdoor Play,Brand_22,649.6,35.1,3.8,90.0,0,1,0.037,0.12,0.066,0.086,4.3,0.047,Marketplace Fulfilled,COD,1,949.8,0,0,13,0,0,0
ORD110222,Books,Academic,Brand_18,670.21,51.6,4.2,57.0,0,0,0.113,0.146,0.092,0.108,4.3,0.064,Seller Fulfilled,COD,2,1095.1,0,0,18,0,0,0
ORD110223,Electronics,Mobiles,Brand_18,1131.87,18.3,3.8,82.0,0,1,0.008,0.113,0.066,0.048,3.8,0.174,Marketplace Fulfilled,COD,1,324.4,0,1,9,0,0,0
ORD110224,Beauty,Skincare,Brand_11,793.63,33.6,3.8,73.0,0,1,0.267,0.132,0.199,0.095,4.4,0.189,Seller Fulfilled,COD,3,293.3,1,0,20,0,0,1
