product_category,sub_category,brand,discount_percent,product_rating,review_count,fragile_item,warranty_available,product_return_rate,category_return_rate,brand_return_rate,defect_rate,seller_rating,seller_return_rate,fulfillment_type,payment_method,quantity,shipping_distance_km,delayed_delivery,wishlist_before_purchase,product_page_views,returned,total_support_contacts,log_price
Sports,Fitness,Brand_21,61.7,3.6,67.0,0,1,0.179,0.155,0.171,0.183,3.7,0.192,Marketplace Fulfilled,UPI,1,1158.0,0,0,7,0,0,7.457176420507491
Electronics,Laptops,Brand_11,52.4,2.9,30.0,0,0,0.168,0.159,0.186,0.065,4.7,0.185,Seller Fulfilled,Credit Card,2,848.1,1,0,14,1,0,5.339459309879212
Beauty,Haircare,Brand_5,65.3,2.7,76.0,0,1,0.001,0.145,0.01,0.038,3.9,0.115,Marketplace Fulfilled,UPI,3,789.9,0,0,15,0,1,7.258426235003163
Books,Non-Fiction,Brand_2,11.2,4.3,57.0,0,1,0.007,0.062,0.087,0.002,4.5,0.122,Marketplace Fulfilled,COD,3,807.9,0,0,14,0,0,6.38995539147881
Home,Decor,Brand_6,45.8,4.1,,0,0,0.048,0.189,0.01,0.079,3.6,0.126,Marketplace Fulfilled,UPI,2,424.0,0,1,15,0,3,4.420044701861403
Electronics,Mobiles,Brand_5,35.0,3.1,88.0,0,0,0.086,0.12,0.01,0.076,4.6,0.194,Seller Fulfilled,Wallet,5,214.9,0,0,18,1,3,5.114574800598636
Beauty,Skincare,Brand_1,58.3,4.2,37.0,0,0,0.169,0.146,0.115,0.022,4.3,0.08,Marketplace Fulfilled,Credit Card,4,1022.8,0,0,12,0,1,6.9483980574441535
Fashion,Accessories,Brand_12,49.8,4.2,59.0,0,1,0.218,0.103,0.248,0.244,4.3,0.166,Seller Fulfilled,COD,2,166.0,0,0,2,1,2,4.945563297352541
Electronics,Laptops,Brand_25,52.2,3.5,37.0,0,0,0.172,0.163,0.137,0.08,3.8,0.001,Seller Fulfilled,UPI,5,54.6,0,1,9,0,0,5.846178625614856
Electronics,Laptops,Brand_12,25.9,3.3,75.0,1,0,0.188,0.132,0.21,0.04,4.3,0.094,Seller Fulfilled,COD,1,850.2,0,0,9,1,1,6.328561588498037
Sports,Team Sports,Brand_2,45.4,4.4,59.0,0,1,0.013,0.144,0.044,0.012,3.7,0.105,Marketplace Fulfilled,Credit Card,3,582.4,0,0,16,0,1,6.804326230174058
Sports,Team Sports,Brand_27,59.0,4.2,87.0,0,0,0.178,0.077,0.126,0.064,4.0,0.083,Marketplace Fulfilled,COD,4,1199.8,1,1,15,1,2,6.567614320824395
Sports,Outdoor,Brand_19,13.2,5.0,51.0,1,0,0.145,0.167,0.174,0.052,4.8,0.183,Marketplace Fulfilled,Credit Card,3,1121.7,0,0,6,1,1,7.812107023936772
Beauty,Makeup,Brand_29,2.1,4.2,76.0,0,0,0.154,0.133,0.165,0.023,4.6,0.145,Marketplace Fulfilled,Debit Card,2,658.3,0,0,15,0,2,5.66922553584749
Home,Decor,Brand_18,20.9,2.7,87.0,0,0,0.1,0.04,0.111,0.096,3.2,0.036,Marketplace Fulfilled,COD,2,632.1,1,0,12,0,0,6.490268195646648
Sports,Fitness,Brand_15,57.8,2.9,82.0,0,1,0.131,0.084,0.158,0.112,3.9,0.036,Seller Fulfilled,Credit Card,5,459.9,0,0,10,0,0,6.808465189834925
Books,Non-Fiction,Brand_16,31.1,3.8,65.0,0,0,0.134,0.138,0.073,0.016,3.9,0.124,Seller Fulfilled,COD,4,657.1,1,0,19,0,1,7.042067616589731
Electronics,Audio,Brand_1,17.2,4.4,74.0,0,0,0.174,0.16,0.118,0.118,4.5,0.178,Seller Fulfilled,COD,4,51.1,0,1,8,0,1,7.346790550529633
Toys,Outdoor Play,Brand_12,61.0,4.1,62.0,0,0,0.086,0.159,0.148,0.025,4.7,0.114,Seller Fulfilled,UPI,3,6.9,0,0,11,0,1,6.011781747870876
Books,Non-Fiction,Brand_14,2.8,3.5,62.0,0,0,0.176,0.069,0.158,0.009,4.4,0.19,Seller Fulfilled,UPI,2,1122.8,1,0,7,1,0,6.987259380094736
Home,Kitchen,Brand_9,54.0,2.8,73.0,1,1,0.043,0.127,0.049,0.038,4.4,0.152,Marketplace Fulfilled,Debit Card,4,707.9,0,0,12,0,1,5.570555797505964
Fashion,Men,Brand_26,53.5,4.9,49.0,0,0,0.086,0.073,0.115,0.036,4.5,0.099,Seller Fulfilled,COD,4,1029.0,0,1,20,0,1,6.3318576584724315
Fashion,Men,Brand_29,34.8,4.8,79.0,1,0,0.221,0.108,0.236,0.098,3.9,0.036,Seller Fulfilled,COD,4,929.1,1,1,13,1,0,6.852179142093285
Sports,Outdoor,Brand_15,17.7,3.0,79.0,0,1,0.211,0.081,0.203,0.069,5.0,0.157,Seller Fulfilled,Credit Card,1,1205.8,1,0,12,1,0,7.278539221249629
Fashion,Women,Brand_24,29.1,,68.0,0,0,0.139,0.14,0.135,0.008,4.5,0.099,Marketplace Fulfilled,Credit Card,3,48.0,0,0,13,0,0,6.914194502611039
Electronics,Audio,Brand_7,23.7,4.1,67.0,0,1,0.19,0.175,0.166,0.014,3.9,0.093,Marketplace Fulfilled,UPI,3,22.6,0,0,8,0,0,6.483030895935161
Home,Furniture,Brand_28,9.5,4.4,,0,0,0.186,0.2,0.159,0.096,,0.144,Marketplace Fulfilled,UPI,3,371.5,0,0,11,0,0,6.330255521948153
Books,Non-Fiction,Brand_22,39.9,4.9,89.0,1,0,0.042,0.132,0.1,0.128,3.0,0.163,Marketplace Fulfilled,Debit Card,2,1270.7,0,0,6,0,2,6.8949233001667585
Sports,Team Sports,Brand_23,13.1,4.8,51.0,0,1,0.236,0.097,0.241,0.199,4.4,0.136,Seller Fulfilled,COD,2,783.5,0,0,15,1,1,8.370524451936735
Beauty,Skincare,Brand_18,66.7,4.2,86.0,0,0,0.055,0.033,0.064,0.071,4.6,0.042,Seller Fulfilled,Wallet,2,887.9,0,0,16,0,1,7.169904135635646
Electronics,Mobiles,Brand_25,38.5,3.7,57.0,0,1,0.076,0.149,0.042,0.027,3.3,0.07,Seller Fulfilled,Wallet,1,522.9,0,0,15,0,0,6.744577308835361
Fashion,Kids,Brand_17,7.8,3.7,99.0,1,0,0.095,0.178,0.186,0.148,3.4,0.074,Seller Fulfilled,COD,1,103.7,1,0,15,1,0,5.173604122374395
Beauty,Makeup,Brand_29,41.2,3.8,60.0,0,1,0.207,0.19,0.136,0.02,5.0,0.205,Seller Fulfilled,COD,2,1065.5,1,1,18,1,1,5.643501543771271
Fashion,Men,Brand_20,25.5,5.0,94.0,0,0,0.102,0.098,0.103,0.051,4.0,0.139,Marketplace Fulfilled,UPI,1,51.8,0,0,22,0,0,6.110557835119837
Home,Furniture,Brand_14,12.4,3.9,66.0,0,0,0.214,0.114,0.2,0.054,3.9,0.167,Seller Fulfilled,Credit Card,4,972.0,1,0,15,1,0,7.219751843765346
Toys,Outdoor Play,Brand_7,19.9,4.4,62.0,0,1,0.065,0.138,0.14,0.017,4.2,0.158,Marketplace Fulfilled,COD,2,398.7,1,0,5,0,1,5.560758551134023
Home,Decor,Brand_28,17.1,4.2,53.0,0,1,0.17,0.123,0.183,0.014,4.2,0.146,Marketplace Fulfilled,Credit Card,1,1354.2,0,0,9,0,0,6.979135964038498
Home,Kitchen,Brand_2,39.0,3.2,64.0,0,0,0.053,0.063,0.097,0.032,3.3,0.146,Marketplace Fulfilled,Credit Card,3,573.2,0,1,11,0,1,6.509216130944706
Beauty,Skincare,Brand_2,18.5,4.2,81.0,1,0,0.109,0.054,0.069,0.101,4.7,0.148,Marketplace Fulfilled,Debit Card,5,1410.8,0,0,15,0,0,6.720642261452052
Sports,Fitness,Brand_1,3.2,3.5,47.0,0,0,0.157,0.169,0.177,0.053,4.2,0.059,Marketplace Fulfilled,Debit Card,5,1326.1,0,0,12,0,0,6.20766404418776
Electronics,Laptops,Brand_4,54.8,3.3,81.0,0,0,0.191,0.186,0.197,0.054,5.0,0.187,Marketplace Fulfilled,Debit Card,2,1390.8,0,1,13,1,0,5.865872979059716
Electronics,Mobiles,Brand_8,19.1,4.3,56.0,0,0,0.05,0.09,0.078,0.105,4.4,0.287,Seller Fulfilled,Credit Card,3,1295.1,0,0,11,0,0,5.52760202261901
Fashion,Kids,Brand_15,20.4,3.1,62.0,0,1,0.167,0.169,0.207,0.059,4.2,0.052,Marketplace Fulfilled,UPI,1,239.6,0,1,11,0,0,6.9513893160021984
Home,Kitchen,Brand_9,29.0,4.5,89.0,0,0,0.122,0.143,0.093,0.144,4.0,0.117,Marketplace Fulfilled,COD,3,629.6,0,1,16,1,0,6.332728854822283
Electronics,Audio,Brand_14,53.2,4.3,72.0,0,1,0.132,0.111,0.171,0.117,4.8,0.068,Seller Fulfilled,Credit Card,2,1120.8,0,0,20,0,0,5.434856730686864
Home,Kitchen,Brand_14,41.2,4.7,97.0,0,0,0.214,0.129,0.207,0.127,3.9,0.243,Marketplace Fulfilled,Debit Card,3,1397.3,0,0,15,1,0,6.602316484941097
Beauty,Haircare,Brand_14,5.9,4.2,106.0,0,1,0.183,0.177,0.204,0.035,4.0,0.14,Marketplace Fulfilled,Debit Card,4,1266.2,0,0,14,0,0,9.481045142139585
Fashion,Footwear,Brand_2,30.8,3.3,85.0,0,0,0.077,0.091,0.061,0.024,3.7,0.001,Marketplace Fulfilled,UPI,1,439.1,1,0,9,0,0,6.220669689800787
Home,Decor,Brand_17,50.7,4.6,78.0,0,1,0.242,0.112,0.208,0.049,3.6,0.138,Seller Fulfilled,COD,5,1405.3,0,0,10,1,0,7.889069414419377
Fashion,Footwear,Brand_9,2.7,4.7,50.0,0,1,0.125,0.078,0.121,0.022,4.1,0.075,Seller Fulfilled,COD,2,1238.7,0,0,11,0,0,4.09016919081162
Fashion,Footwear,Brand_17,2.7,4.5,76.0,1,0,0.164,0.042,0.126,0.036,2.7,0.158,Marketplace Fulfilled,UPI,2,1085.3,0,0,9,0,1,6.158693616460434
Fashion,Accessories,Brand_2,47.0,4.4,94.0,0,0,0.106,0.165,0.07,0.065,3.9,0.153,Marketplace Fulfilled,COD,5,574.5,0,0,16,0,0,7.260009465757232
Fashion,Accessories,Brand_27,33.6,2.9,78.0,1,0,0.234,0.064,0.22,0.051,4.0,0.14,Seller Fulfilled,COD,2,324.7,0,1,13,1,1,6.415636911570731
Toys,Educational,Brand_22,11.0,4.5,82.0,0,1,0.119,0.133,0.111,0.047,3.8,0.141,Marketplace Fulfilled,Debit Card,1,1216.3,1,0,9,0,0,5.824583174801905
Toys,Outdoor Play,Brand_11,44.9,3.1,30.0,1,0,0.163,0.154,0.195,0.122,4.4,0.215,Marketplace Fulfilled,COD,1,617.3,0,0,11,1,1,6.377916716034216
Beauty,Makeup,Brand_11,5.5,3.5,53.0,0,1,0.16,0.108,0.188,0.127,3.4,0.126,Marketplace Fulfilled,Credit Card,4,507.0,0,0,13,0,2,7.287280163223205
Home,Kitchen,Brand_10,29.8,3.4,42.0,0,0,0.109,0.147,0.098,0.011,4.5,0.138,Marketplace Fulfilled,COD,1,1004.1,0,0,16,0,0,8.329339560880475
Sports,Fitness,Brand_30,54.9,2.9,69.0,0,1,0.09,0.091,0.121,0.067,4.6,0.147,Seller Fulfilled,COD,4,407.3,0,0,9,0,1,7.3595949376002014
Books,Non-Fiction,Brand_22,11.9,4.0,45.0,0,0,0.049,0.209,0.069,0.044,4.9,0.047,Marketplace Fulfilled,COD,2,946.2,0,0,9,0,0,5.948348256034354
Home,Kitchen,Brand_14,39.5,3.9,58.0,1,1,0.207,0.087,0.18,0.047,4.7,0.065,Marketplace Fulfilled,COD,1,1354.4,0,0,12,1,1,6.192464733736502
Fashion,Accessories,Brand_20,24.8,4.8,84.0,0,0,0.215,0.241,0.177,0.044,4.2,0.159,Seller Fulfilled,Credit Card,1,1086.3,0,0,10,0,1,6.199149223359647
Beauty,Skincare,Brand_2,59.9,4.7,34.0,0,1,0.009,0.06,0.122,0.056,4.3,0.208,Marketplace Fulfilled,Credit Card,4,437.8,0,0,18,0,0,5.623114571588746
Toys,Action Figures,Brand_25,43.3,4.0,,0,1,0.139,0.074,0.143,0.026,4.0,0.074,Seller Fulfilled,Credit Card,2,653.1,1,0,11,0,0,6.262350094407613
Fashion,Accessories,Brand_18,24.1,4.4,42.0,0,0,0.088,0.094,0.056,0.035,3.5,0.174,Marketplace Fulfilled,Debit Card,5,291.4,0,0,22,0,3,6.155706990502031
Electronics,Audio,Brand_10,32.8,3.8,75.0,1,1,0.005,0.158,0.022,0.09,4.2,0.058,Seller Fulfilled,Credit Card,2,142.7,0,1,21,0,0,5.324374900867326
Electronics,Mobiles,Brand_21,35.2,3.8,70.0,1,1,0.147,0.097,0.122,0.027,3.6,0.226,Seller Fulfilled,UPI,4,763.1,0,0,6,0,1,7.15509961464196
Electronics,Audio,Brand_1,66.0,,39.0,1,0,0.153,0.217,0.132,0.046,4.3,0.087,Seller Fulfilled,UPI,3,127.3,0,1,15,1,2,6.7799673609846804
Beauty,Makeup,Brand_15,49.9,3.8,71.0,1,1,0.159,0.116,0.162,0.022,4.3,0.135,Seller Fulfilled,Credit Card,2,1370.9,0,0,9,1,1,5.826088599040169
Electronics,Mobiles,Brand_29,47.8,4.0,73.0,0,0,0.142,0.152,0.163,0.023,3.9,0.066,Seller Fulfilled,COD,5,1347.4,0,0,10,1,0,6.53447174423463
Books,Fiction,Brand_23,65.9,4.3,90.0,0,1,0.213,0.114,0.258,0.093,4.8,0.158,Seller Fulfilled,Debit Card,5,1281.0,1,0,18,1,0,5.535837083806753
Sports,Fitness,Brand_2,10.3,3.1,92.0,1,0,0.001,0.081,0.061,0.069,3.9,0.102,Marketplace Fulfilled,Credit Card,1,742.0,1,0,12,1,2,5.905688770086578
Fashion,Men,Brand_18,31.3,3.6,76.0,0,1,0.08,0.074,0.074,0.054,4.9,0.08,Marketplace Fulfilled,Credit Card,5,817.4,0,0,13,0,1,7.019806362789511
Sports,Team Sports,Brand_21,64.4,4.4,93.0,1,1,0.097,0.141,0.159,0.085,4.1,0.099,Marketplace Fulfilled,Credit Card,3,1021.6,0,0,8,0,0,6.8250256313831414
Sports,Outdoor,Brand_16,57.1,3.5,56.0,0,1,0.106,0.126,0.08,0.131,4.0,0.085,Marketplace Fulfilled,Debit Card,4,1389.0,0,1,12,0,1,8.122136724962383
Home,Kitchen,Brand_10,13.7,3.5,39.0,0,1,0.091,0.001,0.054,0.058,4.4,0.07,Seller Fulfilled,Credit Card,4,1346.7,0,0,17,0,1,6.681569605101733
Electronics,Mobiles,Brand_21,28.2,4.6,49.0,0,0,0.118,0.152,0.083,0.062,3.5,0.039,Seller Fulfilled,Credit Card,4,807.4,0,0,11,0,1,6.334841462902725
Sports,Outdoor,Brand_13,12.6,3.4,61.0,1,1,0.125,0.111,0.148,0.097,3.8,0.117,Seller Fulfilled,Credit Card,1,1131.3,0,1,8,0,0,5.506550305126492
Electronics,Audio,Brand_29,46.9,4.2,61.0,0,0,0.226,0.18,0.183,0.021,4.5,0.181,Seller Fulfilled,UPI,2,515.9,0,0,10,0,1,6.2514220715449085
Fashion,Accessories,Brand_26,41.4,4.0,59.0,1,0,0.01,0.105,0.118,0.02,3.4,0.141,Marketplace Fulfilled,COD,4,1415.4,0,1,8,1,2,6.7899509930999695
Electronics,Mobiles,Brand_28,38.9,4.5,75.0,0,0,0.145,0.131,0.17,0.058,3.6,0.167,Marketplace Fulfilled,Debit Card,1,883.6,0,1,6,0,1,6.676806344768268
Fashion,Kids,Brand_13,60.5,3.9,65.0,0,0,0.112,0.127,0.19,0.058,3.8,0.13,Seller Fulfilled,Debit Card,3,445.1,0,0,15,0,1,4.884240281591309
Beauty,Haircare,Brand_21,6.7,3.4,86.0,0,0,0.135,0.082,0.124,0.027,4.5,0.153,Seller Fulfilled,COD,4,555.8,0,0,9,0,1,6.550923179838029
Fashion,Women,Brand_5,63.0,3.5,78.0,0,1,0.001,0.125,0.01,0.029,4.0,0.263,Marketplace Fulfilled,COD,1,1027.9,0,0,15,0,1,6.424512396301874
Home,Decor,Brand_23,32.5,5.0,76.0,1,0,0.214,0.124,0.255,0.025,4.0,0.111,Seller Fulfilled,Debit Card,3,721.6,0,1,14,1,0,4.700662167447312
Electronics,Laptops,Brand_23,1.8,3.5,39.0,0,0,0.149,0.178,0.217,0.002,4.0,0.156,Seller Fulfilled,COD,4,431.2,1,1,17,1,0,5.676205706885966
Sports,Team Sports,Brand_24,61.3,3.5,97.0,0,0,0.122,0.087,0.114,0.029,4.1,0.075,Marketplace Fulfilled,COD,3,82.0,0,0,10,0,0,6.8435367066554855
Electronics,Mobiles,Brand_1,62.4,3.6,96.0,0,1,0.169,0.076,0.176,0.043,2.8,0.134,Marketplace Fulfilled,COD,5,1230.5,1,0,15,1,2,7.646797962027409
Books,Fiction,Brand_14,63.2,3.7,64.0,0,0,0.152,0.179,0.184,0.05,4.8,0.084,Marketplace Fulfilled,COD,1,168.3,0,0,14,1,0,4.930798120854626
Books,Non-Fiction,Brand_9,55.9,3.6,79.0,0,1,0.099,0.187,0.08,0.021,5.0,0.166,Marketplace Fulfilled,Credit Card,5,1248.6,1,0,11,0,2,7.282059902840677
Fashion,Kids,Brand_28,18.7,4.3,53.0,1,0,0.155,0.072,0.182,0.027,4.0,0.107,Seller Fulfilled,UPI,4,1241.7,0,0,20,1,0,4.716622111282234
Beauty,Makeup,Brand_17,19.2,4.0,48.0,0,1,0.234,0.103,0.213,0.073,4.3,0.199,Marketplace Fulfilled,UPI,3,,0,0,13,0,1,7.658236968987401
Fashion,Footwear,Brand_19,22.0,3.5,72.0,1,0,0.193,0.158,0.252,0.044,3.7,0.138,Marketplace Fulfilled,COD,3,93.5,1,0,15,1,1,6.187257456399393
Sports,Fitness,Brand_14,15.1,4.4,61.0,0,0,0.253,0.043,0.19,0.01,4.1,0.159,Seller Fulfilled,Credit Card,4,1262.7,0,0,11,0,0,5.759910728433802
Home,Decor,Brand_4,60.9,4.1,67.0,0,0,0.261,0.093,0.192,0.192,4.1,0.047,Seller Fulfilled,COD,4,1371.3,1,1,16,1,0,6.720292528873309
Electronics,Audio,Brand_19,35.8,4.8,75.0,0,0,0.111,0.11,0.136,0.061,4.2,0.195,Seller Fulfilled,UPI,4,1401.3,0,0,9,0,0,5.537688534966898
Fashion,Accessories,Brand_19,17.8,4.1,42.0,0,1,0.24,0.117,0.186,0.023,3.9,0.163,Marketplace Fulfilled,Credit Card,4,114.1,0,0,10,0,1,6.865369562485699
Electronics,Audio,Brand_12,51.7,3.8,74.0,0,1,0.252,0.129,0.276,0.013,3.5,0.156,Seller Fulfilled,Wallet,5,649.9,0,0,10,0,2,6.290290544726434
Sports,Outdoor,Brand_19,42.1,3.8,49.0,0,0,0.191,0.077,0.175,0.084,3.6,0.191,Marketplace Fulfilled,Debit Card,4,793.3,0,1,22,1,2,3.0209125720842893
Sports,Fitness,Brand_12,25.4,4.0,79.0,0,1,0.161,0.166,0.244,0.035,3.9,0.107,Marketplace Fulfilled,UPI,5,148.4,0,0,23,0,0,5.673804251136515
Fashion,Women,Brand_20,61.2,4.1,69.0,0,0,0.057,0.111,0.085,0.019,3.2,0.253,Seller Fulfilled,Credit Card,5,1208.4,0,0,16,0,1,6.57338682785155
Electronics,Audio,Brand_11,37.2,3.9,70.0,0,1,0.229,0.085,0.199,0.041,4.0,0.12,Seller Fulfilled,Credit Card,1,661.3,0,0,14,0,1,7.360460143649543
Electronics,Laptops,Brand_24,42.1,3.6,49.0,1,1,0.195,0.154,0.124,0.01,4.0,0.138,Marketplace Fulfilled,Credit Card,1,831.1,0,1,9,0,0,6.699574229057442
Home,Kitchen,Brand_27,2.2,4.3,81.0,0,0,0.193,0.164,0.198,0.009,3.5,0.178,Marketplace Fulfilled,UPI,2,332.2,0,0,15,0,1,7.346100528415099
Fashion,Men,Brand_15,42.2,4.2,63.0,0,0,0.098,0.135,0.15,0.046,4.5,0.085,Marketplace Fulfilled,Debit Card,2,201.7,0,0,19,0,0,5.599125415218723
Electronics,Laptops,Brand_1,27.7,3.9,104.0,1,1,0.107,0.195,0.095,0.039,4.0,0.157,Seller Fulfilled,Wallet,3,1045.1,0,1,10,0,1,7.055744156695586
Books,Academic,Brand_21,50.1,4.3,39.0,0,0,0.107,0.061,0.164,0.062,5.0,0.105,Seller Fulfilled,Credit Card,4,1414.6,0,1,15,0,0,7.070826056183954
Electronics,Mobiles,Brand_29,2.9,3.8,59.0,0,0,0.091,0.145,0.131,0.113,4.5,0.124,Marketplace Fulfilled,UPI,4,257.8,0,1,3,0,1,4.93928249731768
Beauty,Skincare,Brand_22,25.9,3.9,81.0,0,1,0.033,0.081,0.052,0.012,4.4,0.147,Marketplace Fulfilled,Credit Card,3,1410.3,0,0,9,0,1,7.3901814282264295
Electronics,Mobiles,Brand_11,4.4,4.3,68.0,0,0,0.19,0.189,0.174,0.041,4.4,0.177,Seller Fulfilled,COD,1,1114.1,0,0,15,1,0,6.6958730799449455
Electronics,Mobiles,Brand_17,62.4,4.4,96.0,1,0,0.081,0.143,0.12,0.041,5.0,0.208,Marketplace Fulfilled,UPI,4,1327.0,0,0,12,1,1,6.14881011783176
Home,Decor,Brand_11,28.1,4.3,86.0,0,1,0.143,0.172,0.162,0.055,4.5,0.078,Marketplace Fulfilled,Debit Card,3,1189.8,0,0,8,0,0,6.133354658107598
Fashion,Men,Brand_24,9.3,3.4,53.0,0,0,0.122,0.191,0.117,0.113,3.6,0.101,Seller Fulfilled,Debit Card,5,802.0,1,0,8,1,2,5.469999188237646
Fashion,Women,Brand_22,49.8,4.1,94.0,0,0,0.136,0.152,0.111,0.056,3.6,0.229,Marketplace Fulfilled,Debit Card,3,830.4,1,0,4,1,3,6.96867162294941
Toys,Action Figures,Brand_19,59.1,3.9,74.0,0,0,0.128,0.103,0.184,0.112,3.3,0.152,Marketplace Fulfilled,Credit Card,1,1415.3,0,1,8,1,0,6.673108316409498
Sports,Fitness,Brand_12,51.9,4.2,53.0,0,0,0.126,0.057,0.147,0.065,3.3,0.16,Seller Fulfilled,UPI,4,418.6,0,0,12,0,1,6.925614843282903
Beauty,Haircare,Brand_6,57.0,5.0,111.0,0,0,0.013,0.109,0.01,0.015,3.7,0.078,Marketplace Fulfilled,UPI,2,1334.9,0,0,16,0,2,6.472639914450622
Fashion,Accessories,Brand_19,56.7,3.8,45.0,0,0,0.231,0.1,0.223,0.078,4.1,0.035,Seller Fulfilled,Credit Card,2,1283.5,1,0,17,1,0,6.586585362369367
Fashion,Accessories,Brand_11,66.3,3.9,64.0,0,0,0.175,0.11,0.163,0.009,2.9,0.161,Marketplace Fulfilled,COD,5,321.4,0,1,18,1,1,6.135846236781711
Fashion,Footwear,Brand_28,24.3,,75.0,1,0,0.18,0.158,0.171,0.083,4.4,0.001,Seller Fulfilled,Credit Card,5,543.0,0,0,13,1,0,7.36974563756166
Books,Academic,Brand_2,23.4,3.8,74.0,0,0,0.035,0.103,0.046,0.042,3.8,0.138,Seller Fulfilled,COD,2,297.8,0,1,15,0,1,6.946697107096755
Sports,Team Sports,Brand_26,7.5,3.5,60.0,0,0,0.158,0.176,0.12,0.063,4.7,0.236,Marketplace Fulfilled,UPI,4,1019.1,0,1,13,0,1,6.556991401644059
Home,Furniture,Brand_24,57.5,3.2,40.0,0,0,0.167,0.122,0.14,0.03,5.0,0.116,Marketplace Fulfilled,Debit Card,4,569.1,0,0,8,0,0,6.280770300675861
Toys,Outdoor Play,Brand_16,62.3,2.6,47.0,0,0,0.128,0.082,0.081,0.059,4.9,0.156,Seller Fulfilled,UPI,2,1020.1,0,0,7,0,0,4.8169696356016445
Fashion,Kids,Brand_30,18.9,3.4,100.0,0,0,0.118,0.15,0.144,0.043,3.5,0.098,Marketplace Fulfilled,COD,5,157.8,0,1,13,0,1,4.623697490601975
Home,Furniture,Brand_22,41.2,3.5,40.0,0,0,0.035,0.094,0.083,0.051,4.3,0.102,Marketplace Fulfilled,Credit Card,2,200.3,0,0,13,0,1,6.070830102488722
Fashion,Footwear,Brand_2,16.4,3.9,77.0,0,1,0.034,0.147,0.045,0.04,4.4,0.143,Marketplace Fulfilled,Credit Card,5,1342.0,0,1,9,0,0,7.542351311592194
Electronics,Mobiles,Brand_12,57.8,3.5,87.0,0,1,0.22,0.107,0.218,0.101,5.0,0.169,Marketplace Fulfilled,UPI,4,1387.0,0,0,15,0,0,5.768758400118552
Books,Non-Fiction,Brand_26,0.5,4.6,101.0,1,1,0.132,0.067,0.121,0.164,4.9,0.081,Marketplace Fulfilled,COD,3,844.1,0,0,14,1,1,5.804050043248018
Sports,Outdoor,Brand_24,46.6,4.0,28.0,0,0,0.001,0.169,0.071,0.075,4.4,0.035,Marketplace Fulfilled,Credit Card,5,325.9,0,0,15,0,0,5.528873377577701
Fashion,Men,Brand_5,36.4,4.4,40.0,0,0,0.001,0.046,0.02,0.139,4.1,0.126,Seller Fulfilled,Debit Card,2,1344.4,1,1,11,0,0,5.243966771797955
Fashion,Kids,Brand_6,19.2,4.5,90.0,0,0,0.018,0.163,0.05,0.051,3.6,0.14,Marketplace Fulfilled,COD,4,166.8,0,1,8,0,1,5.581200442213105
Home,Furniture,Brand_28,61.8,4.8,50.0,0,1,0.099,0.172,0.089,0.042,3.8,0.067,Seller Fulfilled,UPI,3,1290.4,1,0,17,0,0,6.6520627091825775
Fashion,Men,Brand_2,32.1,,82.0,0,0,0.001,0.157,0.035,0.049,4.7,0.275,Seller Fulfilled,Debit Card,3,984.3,0,0,11,0,0,5.9599222790981035
Home,Furniture,Brand_29,35.1,3.3,32.0,1,1,0.212,0.181,0.192,0.067,3.9,0.026,Seller Fulfilled,UPI,4,425.5,0,0,13,0,0,5.919189509487567
Home,Kitchen,Brand_17,5.6,4.5,,0,1,0.11,0.128,0.163,0.151,4.1,0.079,Seller Fulfilled,Debit Card,5,264.5,0,0,16,0,2,5.839274444093357
Electronics,Laptops,Brand_25,27.6,4.1,76.0,0,1,0.107,0.21,0.139,0.172,3.8,0.122,Marketplace Fulfilled,UPI,3,987.2,0,1,16,0,2,6.614631762020935
Electronics,Mobiles,Brand_7,10.7,4.8,86.0,0,0,0.11,0.128,0.156,0.078,4.4,0.077,Marketplace Fulfilled,Credit Card,2,1301.5,1,0,11,0,1,6.752433914170539
Fashion,Footwear,Brand_11,37.1,3.9,59.0,0,0,0.207,0.07,0.202,0.032,4.1,0.161,Marketplace Fulfilled,Credit Card,3,224.6,0,0,11,1,0,4.726768157735579
Books,Non-Fiction,Brand_22,38.8,4.7,74.0,0,0,0.125,0.119,0.1,0.048,4.2,0.11,Marketplace Fulfilled,COD,2,658.1,0,0,15,0,1,5.719065098187358
Electronics,Mobiles,Brand_5,16.4,4.0,36.0,0,0,0.086,0.086,0.01,0.06,4.8,0.114,Marketplace Fulfilled,COD,3,1340.9,0,0,9,0,0,6.321343668259551
Home,Decor,Brand_4,63.2,4.0,71.0,0,1,0.238,0.169,0.227,0.095,4.2,0.212,Seller Fulfilled,UPI,4,349.8,0,1,13,0,3,6.7961419216585455
Electronics,Mobiles,Brand_19,20.3,4.3,77.0,0,0,0.184,0.137,0.195,0.049,4.5,0.222,Marketplace Fulfilled,COD,3,656.8,0,1,12,1,1,6.516400155192313
Beauty,Haircare,Brand_1,43.8,3.7,50.0,1,1,0.136,0.102,0.158,0.016,3.7,0.156,Marketplace Fulfilled,COD,3,201.4,0,1,14,1,1,7.141363880144111
Fashion,Accessories,Brand_29,65.6,4.3,75.0,0,0,0.205,0.183,0.2,0.032,3.4,0.155,Seller Fulfilled,Debit Card,5,953.2,0,0,20,0,0,5.135210028677887
Fashion,Women,Brand_21,53.8,2.9,44.0,0,1,0.232,0.131,0.144,0.105,3.6,0.267,Seller Fulfilled,COD,3,530.3,0,0,10,0,0,6.774806573705222
